F1 Anomaly at : 1448866200.0
F1 Anomaly at : 1448866800.0
F1 Anomaly at : 1448867400.0
F1 Anomaly at : 1448868000.0
F1 Anomaly at : 1448868600.0
F1 Anomaly at : 1448869200.0
F1 Anomaly at : 1448869800.0
F1 Anomaly at : 1448870400.0
F1 Anomaly at : 1448871000.0
F1 Anomaly at : 1448871600.0
F1 Anomaly at : 1448872200.0
F1 Anomaly at : 1448872800.0
F1 Anomaly at : 1448873400.0
F2 Anomaly at : 1448867400.0
F2 Anomaly at : 1448868000.0
F2 Anomaly at : 1448868600.0
F2 Anomaly at : 1448869200.0
F2 Anomaly at : 1448869800.0
F2 Anomaly at : 1448871000.0
F2 Anomaly at : 1448872200.0
F2 Anomaly at : 1448872800.0
F2 Anomaly at : 1448874000.0
